ChromatogramRI		ChromatogramUV		Calibration CurveRI	
13.43667	36.773	13.43667	13.385	13.43667	2.581
13.43833	37.062	13.43833	13.130	13.43833	2.580
13.44000	37.336	13.44000	12.876	13.44000	2.579
13.44167	37.594	13.44167	12.620	13.44167	2.578
13.44333	37.812	13.44333	12.392	13.44333	2.577
13.44500	38.082	13.44500	12.117	13.44500	2.575
13.44667	38.309	13.44667	11.870	13.44665	2.574
13.44833	38.523	13.44833	11.624	13.44833	2.573
13.45000	38.720	13.45000	11.381	13.45000	2.572
13.45167	38.857	13.45167	11.190	13.45167	2.571
13.45333	39.046	13.45333	10.906	13.45333	2.570
13.45500	39.177	13.45500	10.673	13.45500	2.569
13.45667	39.294	13.45667	10.441	13.45667	2.568
13.45833	39.400	13.45833	10.215	13.45832	2.567
13.46000	39.476	13.46000	10.015	13.46000	2.566
13.46167	39.569	13.46167	9.771	13.46167	2.565
13.46333	39.641	13.46333	9.554	13.46333	2.564
13.46500	39.691	13.46500	9.339	13.46500	2.563
13.46667	39.717	13.46667	9.131	13.46667	2.562
13.46833	39.722	13.46833	8.947	13.46833	2.561
13.47000	39.712	13.47000	8.725	13.46998	2.560
13.47167	39.676	13.47167	8.528	13.47167	2.559
13.47333	39.626	13.47333	8.335	13.47333	2.558
13.47500	39.556	13.47500	8.144	13.47500	2.557
13.47667	39.490	13.47667	7.977	13.47667	2.556
13.47833	39.384	13.47833	7.774	13.47833	2.555
13.48000	39.289	13.48000	7.593	13.48000	2.554
13.48167	39.168	13.48167	7.417	13.48165	2.553
13.48333	39.033	13.48333	7.244	13.48333	2.552
13.48500	38.907	13.48500	7.111	13.48500	2.551
13.48667	38.695	13.48667	6.914	13.48667	2.550
13.48833	38.488	13.48833	6.756	13.48833	2.549
13.49000	38.277	13.49000	6.602	13.49000	2.548
13.49167	38.039	13.49167	6.451	13.49167	2.547
13.49333	37.828	13.49333	6.320	13.49332	2.546
13.49500	37.560	13.49500	6.164	13.49500	2.545
13.49667	37.303	13.49667	6.025	13.49667	2.544
13.49833	37.031	13.49833	5.890	13.49833	2.543
13.50000	36.742	13.50000	5.759	13.50000	2.542
13.50167	36.463	13.50167	5.644	13.50167	2.541
13.50333	36.104	13.50333	5.506	13.50333	2.540
13.50500	35.761	13.50500	5.385	13.50498	2.539
13.50667	35.411	13.50667	5.268	13.50667	2.538
13.50833	35.052	13.50833	5.152	13.50833	2.537
13.51000	34.728	13.51000	5.052	13.51000	2.536
13.51167	34.333	13.51167	4.931	13.51167	2.535
13.51333	33.964	13.51333	4.827	13.51333	2.534
13.51500	33.585	13.51500	4.726	13.51500	2.533
13.51667	33.184	13.51667	4.627	13.51667	2.531
13.51833	32.820	13.51833	4.544	13.51833	2.530
13.52000	32.356	13.52000	4.444	13.52000	2.529
13.52167	31.930	13.52167	4.353	13.52167	2.528
13.52333	31.496	13.52333	4.265	13.52333	2.527
13.52500	31.060	13.52500	4.177	13.52500	2.526
13.52667	30.669	13.52667	4.102	13.52667	2.525
13.52833	30.193	13.52833	4.016	13.52833	2.524
13.53000	29.758	13.53000	3.939	13.53000	2.523
13.53167	29.309	13.53167	3.865	13.53167	2.522
13.53333	28.859	13.53333	3.792	13.53333	2.521
13.53500	28.485	13.53500	3.735	13.53500	2.520
13.53667	27.925	13.53667	3.653	13.53667	2.519
13.53833	27.453	13.53833	3.590	13.53833	2.518
13.54000	26.987	13.54000	3.528	13.54000	2.517
13.54167	26.526	13.54167	3.464	13.54167	2.516
13.54333	26.115	13.54333	3.408	13.54333	2.515
13.54500	25.624	13.54500	3.344	13.54500	2.514
13.54667	25.173	13.54667	3.286	13.54667	2.513
13.54833	24.712	13.54833	3.232	13.54832	2.512
13.55000	24.252	13.55000	3.178	13.55000	2.511
13.55167	23.843	13.55167	3.131	13.55167	2.510
13.55333	23.331	13.55333	3.074	13.55333	2.509
13.55500	22.869	13.55500	3.026	13.55500	2.508
13.55667	22.407	13.55667	2.979	13.55667	2.507
13.55833	21.955	13.55833	2.933	13.55833	2.506
13.56000	21.564	13.56000	2.893	13.55998	2.505
13.56167	21.092	13.56167	2.846	13.56167	2.504
13.56333	20.666	13.56333	2.806	13.56333	2.503
13.56500	20.235	13.56500	2.767	13.56500	2.502
13.56667	19.805	13.56667	2.727	13.56667	2.501
13.56833	19.421	13.56833	2.691	13.56833	2.500
13.57000	18.946	13.57000	2.653	13.57000	2.499
13.57167	18.521	13.57167	2.618	13.57165	2.498
13.57333	18.110	13.57333	2.583	13.57333	2.497
13.57500	17.710	13.57500	2.549	13.57500	2.496
13.57667	17.360	13.57667	2.517	13.57667	2.495
13.57833	16.940	13.57833	2.478	13.57833	2.494
13.58000	16.566	13.58000	2.445	13.58000	2.493
13.58167	16.185	13.58167	2.415	13.58167	2.492
13.58333	15.805	13.58333	2.386	13.58332	2.491
13.58500	15.471	13.58500	2.362	13.58500	2.490
13.58667	15.065	13.58667	2.331	13.58667	2.488
13.58833	14.711	13.58833	2.302	13.58833	2.487
13.59000	14.365	13.59000	2.274	13.59000	2.486
13.59167	14.029	13.59167	2.248	13.59167	2.485
13.59333	13.740	13.59333	2.223	13.59333	2.484
13.59500	13.385	13.59500	2.196	13.59498	2.483
13.59667	13.071	13.59667	2.170	13.59667	2.482
13.59833	12.756	13.59833	2.147	13.59833	2.481
13.60000	12.447	13.60000	2.123	13.60000	2.480
13.60167	12.174	13.60167	2.103	13.60167	2.479
13.60333	11.849	13.60333	2.076	13.60333	2.478
13.60500	11.560	13.60500	2.052	13.60500	2.477
13.60667	11.283	13.60667	2.031	13.60665	2.476
13.60833	11.024	13.60833	2.011	13.60833	2.475
13.61000	10.816	13.61000	1.994	13.61000	2.474
13.61167	10.517	13.61167	1.969	13.61167	2.473
13.61333	10.269	13.61333	1.951	13.61333	2.472
13.61500	10.025	13.61500	1.935	13.61500	2.471
13.61667	9.780	13.61667	1.915	13.61667	2.470
13.61833	9.568	13.61833	1.897	13.61832	2.469
13.62000	9.313	13.62000	1.877	13.62000	2.468
13.62167	9.090	13.62167	1.861	13.62167	2.467
13.62333	8.882	13.62333	1.843	13.62333	2.466
13.62500	8.680	13.62500	1.825	13.62500	2.465
13.62667	8.527	13.62667	1.811	13.62667	2.464
13.62833	8.305	13.62833	1.792	13.62833	2.463
13.63000	8.117	13.63000	1.776	13.62998	2.462
13.63167	7.931	13.63167	1.761	13.63167	2.461
13.63333	7.742	13.63333	1.744	13.63333	2.460
13.63500	7.605	13.63500	1.732	13.63500	2.459
13.63667	7.397	13.63667	1.712	13.63667	2.458
13.63833	7.240	13.63833	1.698	13.63833	2.457
13.64000	7.093	13.64000	1.683	13.64000	2.456
13.64167	6.945	13.64167	1.670	13.64167	2.455
13.64333	6.819	13.64333	1.656	13.64333	2.454
13.64500	6.672	13.64500	1.641	13.64500	2.453
13.64667	6.535	13.64667	1.632	13.64667	2.452
13.64833	6.402	13.64833	1.622	13.64833	2.451
13.65000	6.270	13.65000	1.610	13.65000	2.450
13.65167	6.164	13.65167	1.601	13.65167	2.449
13.65333	6.017	13.65333	1.591	13.65333	2.448
13.65500	5.901	13.65500	1.582	13.65500	2.447
13.65667	5.795	13.65667	1.572	13.65667	2.446
13.65833	5.699	13.65833	1.564	13.65833	2.444
13.66000	5.612	13.66000	1.557	13.66000	2.443
13.66167	5.505	13.66167	1.547	13.66167	2.442
13.66333	5.408	13.66333	1.539	13.66333	2.441
13.66500	5.312	13.66500	1.528	13.66500	2.440
13.66667	5.209	13.66667	1.522	13.66667	2.439
13.66833	5.128	13.66833	1.516	13.66833	2.438
13.67000	5.031	13.67000	1.507	13.67000	2.437
13.67167	4.955	13.67167	1.499	13.67167	2.436
13.67333	4.879	13.67333	1.490	13.67332	2.435
13.67500	4.812	13.67500	1.482	13.67500	2.434
13.67667	4.756	13.67667	1.478	13.67667	2.433
13.67833	4.679	13.67833	1.468	13.67833	2.432
13.68000	4.609	13.68000	1.462	13.68000	2.431
13.68167	4.538	13.68167	1.457	13.68167	2.430
13.68333	4.471	13.68333	1.450	13.68333	2.429
13.68500	4.420	13.68500	1.446	13.68498	2.428
13.68667	4.348	13.68667	1.439	13.68667	2.427
13.68833	4.301	13.68833	1.433	13.68833	2.426
13.69000	4.266	13.69000	1.426	13.69000	2.425
13.69167	4.220	13.69167	1.420	13.69167	2.424
13.69333	4.179	13.69333	1.415	13.69333	2.423
13.69500	4.123	13.69500	1.413	13.69500	2.422
13.69667	4.072	13.69667	1.411	13.69665	2.421
13.69833	4.022	13.69833	1.411	13.69833	2.420
13.70000	3.970	13.70000	1.406	13.70000	2.419
13.70167	3.930	13.70167	1.404	13.70167	2.418
13.70333	3.879	13.70333	1.399	13.70333	2.417
13.70500	3.847	13.70500	1.397	13.70500	2.416
13.70667	3.817	13.70667	1.394	13.70667	2.415
13.70833	3.786	13.70833	1.391	13.70832	2.414
13.71000	3.760	13.71000	1.388	13.71000	2.413
13.71167	3.715	13.71167	1.384	13.71167	2.412
13.71333	3.674	13.71333	1.384	13.71333	2.411
13.71500	3.630	13.71500	1.385	13.71500	2.410
13.71667	3.590	13.71667	1.384	13.71667	2.409
13.71833	3.555	13.71833	1.382	13.71833	2.408
13.72000	3.520	13.72000	1.382	13.71998	2.407
13.72167	3.495	13.72167	1.381	13.72167	2.406
13.72333	3.480	13.72333	1.379	13.72333	2.405
13.72500	3.455	13.72500	1.380	13.72500	2.404
13.72667	3.436	13.72667	1.380	13.72667	2.403
13.72833	3.396	13.72833	1.380	13.72833	2.401
13.73000	3.362	13.73000	1.381	13.73000	2.400
13.73167	3.327	13.73167	1.384	13.73165	2.399
13.73333	3.297	13.73333	1.384	13.73333	2.398
13.73500	3.276	13.73500	1.384	13.73500	2.397
13.73667	3.251	13.73667	1.382	13.73667	2.396
13.73833	3.230	13.73833	1.382	13.73833	2.395
13.74000	3.209	13.74000	1.382	13.74000	2.394
13.74167	3.183	13.74167	1.385	13.74167	2.393
13.74333	3.158	13.74333	1.387	13.74332	2.392
13.74500	3.122	13.74500	1.390	13.74500	2.391
13.74667	3.091	13.74667	1.394	13.74667	2.390
13.74833	3.066	13.74833	1.394	13.74833	2.389
13.75000	3.035	13.75000	1.398	13.75000	2.388
13.75167	3.015	13.75167	1.399	13.75167	2.387
13.75333	2.999	13.75333	1.401	13.75333	2.386
13.75500	2.984	13.75500	1.403	13.75498	2.385
13.75667	2.963	13.75667	1.402	13.75667	2.384
13.75833	2.944	13.75833	1.404	13.75833	2.383
13.76000	2.924	13.76000	1.407	13.76000	2.382
13.76167	2.888	13.76167	1.411	13.76167	2.381
13.76333	2.857	13.76333	1.412	13.76333	2.380
13.76500	2.827	13.76500	1.416	13.76500	2.379
13.76667	2.795	13.76667	1.420	13.76667	2.378
13.76833	2.779	13.76833	1.422	13.76833	2.377
13.77000	2.774	13.77000	1.427	13.77000	2.376
13.77167	2.759	13.77167	1.432	13.77167	2.375
13.77333	2.748	13.77333	1.435	13.77333	2.374
13.77500	2.727	13.77500	1.440	13.77500	2.373
13.77667	2.703	13.77667	1.444	13.77667	2.372
13.77833	2.677	13.77833	1.448	13.77833	2.371
13.78000	2.646	13.78000	1.451	13.78000	2.370
13.78167	2.621	13.78167	1.457	13.78167	2.369
13.78333	2.600	13.78333	1.465	13.78333	2.368
13.78500	2.585	13.78500	1.470	13.78500	2.367
13.78667	2.569	13.78667	1.477	13.78667	2.366
13.78833	2.563	13.78833	1.485	13.78833	2.365
13.79000	2.547	13.79000	1.493	13.79000	2.364
13.79167	2.527	13.79167	1.503	13.79167	2.363
13.79333	2.502	13.79333	1.509	13.79333	2.362
13.79500	2.476	13.79500	1.518	13.79500	2.361
13.79667	2.451	13.79667	1.528	13.79667	2.360
13.79833	2.426	13.79833	1.540	13.79832	2.358
13.80000	2.405	13.80000	1.553	13.80000	2.357
13.80167	2.395	13.80167	1.564	13.80167	2.356
13.80333	2.390	13.80333	1.576	13.80333	2.355
13.80500	2.381	13.80500	1.589	13.80500	2.354
13.80667	2.372	13.80667	1.604	13.80667	2.353
13.80833	2.352	13.80833	1.620	13.80833	2.352
13.81000	2.338	13.81000	1.634	13.80998	2.351
13.81167	2.318	13.81167	1.653	13.81167	2.350
13.81333	2.287	13.81333	1.670	13.81333	2.349
13.81500	2.262	13.81500	1.691	13.81500	2.348
13.81667	2.247	13.81667	1.713	13.81667	2.347
13.81833	2.238	13.81833	1.734	13.81833	2.346
13.82000	2.238	13.82000	1.761	13.82000	2.345
13.82167	2.234	13.82167	1.788	13.82165	2.344
13.82333	2.223	13.82333	1.815	13.82333	2.343
13.82500	2.213	13.82500	1.840	13.82500	2.342
13.82667	2.198	13.82667	1.866	13.82667	2.341
13.82833	2.183	13.82833	1.901	13.82833	2.340
13.83000	2.162	13.83000	1.936	13.83000	2.339
13.83167	2.151	13.83167	1.972	13.83167	2.338
13.83333	2.140	13.83333	2.009	13.83332	2.337
13.83500	2.135	13.83500	2.043	13.83500	2.336
13.83667	2.135	13.83667	2.090	13.83667	2.335
13.83833	2.129	13.83833	2.137	13.83833	2.334
13.84000	2.119	13.84000	2.185	13.84000	2.333
13.84167	2.108	13.84167	2.236	13.84167	2.332
13.84333	2.099	13.84333	2.286	13.84333	2.331
13.84500	2.089	13.84500	2.347	13.84498	2.330
13.84667	2.074	13.84667	2.406	13.84667	2.329
13.84833	2.069	13.84833	2.468	13.84833	2.328
13.85000	2.069	13.85000	2.534	13.85000	2.327
13.85167	2.079	13.85167	2.596	13.85167	2.326
13.85333	2.084	13.85333	2.675	13.85333	2.325
13.85500	2.083	13.85500	2.749	13.85500	2.324
13.85667	2.083	13.85667	2.829	13.85665	2.323
13.85833	2.088	13.85833	2.914	13.85833	2.322
13.86000	2.078	13.86000	2.994	13.86000	2.321
13.86167	2.073	13.86167	3.097	13.86167	2.320
13.86333	2.068	13.86333	3.193	13.86333	2.319
13.86500	2.073	13.86500	3.295	13.86500	2.318
13.86667	2.087	13.86667	3.403	13.86667	2.317
13.86833	2.097	13.86833	3.494	13.86832	2.316
13.87000	2.112	13.87000	3.631	13.87000	2.314
13.87167	2.116	13.87167	3.753	13.87167	2.313
13.87333	2.121	13.87333	3.880	13.87333	2.312
13.87500	2.126	13.87500	4.012	13.87500	2.311
13.87667	2.125	13.87667	4.135	13.87667	2.310
13.87833	2.135	13.87833	4.294	13.87833	2.309
13.88000	2.140	13.88000	4.443	13.87998	2.308
13.88167	2.156	13.88167	4.600	13.88167	2.307
13.88333	2.172	13.88333	4.767	13.88333	2.306
13.88500	2.198	13.88500	4.919	13.88500	2.305
13.88667	2.229	13.88667	5.112	13.88667	2.304
13.88833	2.259	13.88833	5.295	13.88833	2.303
13.89000	2.280	13.89000	5.484	13.89000	2.302
13.89167	2.294	13.89167	5.679	13.89167	2.301
13.89333	2.315	13.89333	5.861	13.89333	2.300
13.89500	2.345	13.89500	6.093	13.89500	2.299
13.89667	2.371	13.89667	6.310	13.89667	2.298
13.89833	2.405	13.89833	6.536	13.89833	2.297
13.90000	2.451	13.90000	6.767	13.90000	2.296
13.90167	2.491	13.90167	6.980	13.90167	2.295
13.90333	2.538	13.90333	7.251	13.90333	2.294
13.90500	2.584	13.90500	7.505	13.90500	2.293
13.90667	2.628	13.90667	7.765	13.90667	2.292
13.90833	2.668	13.90833	8.035	13.90833	2.291
13.91000	2.714	13.91000	8.284	13.91000	2.290
13.91167	2.770	13.91167	8.595	13.91167	2.289
13.91333	2.826	13.91333	8.886	13.91333	2.288
13.91500	2.897	13.91500	9.183	13.91500	2.287
13.91667	2.968	13.91667	9.490	13.91667	2.286
13.91833	3.030	13.91833	9.741	13.91833	2.285
13.92000	3.121	13.92000	10.125	13.92000	2.284
13.92167	3.197	13.92167	10.454	13.92167	2.283
13.92333	3.277	13.92333	10.787	13.92332	2.282
13.92500	3.358	13.92500	11.128	13.92500	2.281
13.92667	3.433	13.92667	11.406	13.92667	2.280
13.92833	3.540	13.92833	11.834	13.92833	2.279
13.93000	3.647	13.93000	12.196	13.93000	2.278
13.93167	3.764	13.93167	12.563	13.93167	2.277
13.93333	3.890	13.93333	12.939	13.93333	2.276
13.93500	4.007	13.93500	13.283	13.93498	2.275
13.93667	4.158	13.93667	13.707	13.93667	2.274
13.93833	4.290	13.93833	14.098	13.93833	2.273
13.94000	4.432	13.94000	14.493	13.94000	2.271
13.94167	4.574	13.94167	14.894	13.94167	2.270
13.94333	4.711	13.94333	15.259	13.94333	2.269
13.94500	4.889	13.94500	15.710	13.94500	2.268
13.94667	5.071	13.94667	16.127	13.94665	2.267
13.94833	5.265	13.94833	16.545	13.94833	2.266
13.95000	5.461	13.95000	16.968	13.95000	2.265
13.95167	5.623	13.95167	17.307	13.95167	2.264
13.95333	5.877	13.95333	17.818	13.95333	2.263
13.95500	6.089	13.95500	18.246	13.95500	2.262
13.95667	6.312	13.95667	18.675	13.95667	2.261
13.95833	6.544	13.95833	19.103	13.95832	2.260
13.96000	6.737	13.96000	19.451	13.96000	2.259
13.96167	7.046	13.96167	19.972	13.96167	2.258
13.96333	7.329	13.96333	20.406	13.96333	2.257
13.96500	7.617	13.96500	20.838	13.96500	2.256
13.96667	7.921	13.96667	21.269	13.96667	2.255
13.96833	8.200	13.96833	21.655	13.96833	2.254
13.97000	8.545	13.97000	22.123	13.96998	2.253
13.97167	8.873	13.97167	22.549	13.97167	2.252
13.97333	9.219	13.97333	22.969	13.97333	2.251
13.97500	9.573	13.97500	23.387	13.97500	2.250
13.97667	9.867	13.97667	23.718	13.97667	2.249
13.97833	10.327	13.97833	24.212	13.97833	2.248
13.98000	10.737	13.98000	24.617	13.98000	2.247
13.98167	11.164	13.98167	25.017	13.98165	2.246
13.98333	11.600	13.98333	25.412	13.98333	2.245
13.98500	11.950	13.98500	25.722	13.98500	2.244
13.98667	12.501	13.98667	26.177	13.98667	2.243
13.98833	12.976	13.98833	26.548	13.98833	2.242
13.99000	13.462	13.99000	26.911	13.99000	2.241
13.99167	13.973	13.99167	27.265	13.99167	2.240
13.99333	14.444	13.99333	27.576	13.99332	2.239
13.99500	15.046	13.99500	27.947	13.99500	2.238
13.99667	15.619	13.99667	28.276	13.99667	2.237
13.99833	16.202	13.99833	28.594	13.99833	2.236
14.00000	16.800	14.00000	28.901	14.00000	2.235
14.00167	17.353	14.00167	29.165	14.00167	2.234
14.00333	18.045	14.00333	29.477	14.00333	2.233
14.00500	18.688	14.00500	29.747	14.00500	2.232
14.00667	19.356	14.00667	30.006	14.00667	2.231
14.00833	20.039	14.00833	30.253	14.00833	2.230
14.01000	20.672	14.01000	30.465	14.01000	2.229
14.01167	21.468	14.01167	30.708	14.01167	2.227
14.01333	22.218	14.01333	30.913	14.01333	2.226
14.01500	22.979	14.01500	31.108	14.01500	2.225
14.01667	23.754	14.01667	31.287	14.01667	2.224
14.01833	24.381	14.01833	31.421	14.01833	2.223
14.02000	25.348	14.02000	31.602	14.02000	2.222
14.02167	26.173	14.02167	31.739	14.02167	2.221
14.02333	27.014	14.02333	31.861	14.02333	2.220
14.02500	27.875	14.02500	31.967	14.02500	2.219
14.02667	28.666	14.02667	32.051	14.02667	2.218
14.02833	29.649	14.02833	32.136	14.02833	2.217
14.03000	30.561	14.03000	32.196	14.03000	2.216
14.03167	31.484	14.03167	32.243	14.03167	2.215
14.03333	32.426	14.03333	32.275	14.03333	2.214
14.03500	33.283	14.03500	32.291	14.03500	2.213
14.03667	34.342	14.03667	32.295	14.03667	2.212
14.03833	35.320	14.03833	32.282	14.03833	2.211
14.04000	36.312	14.04000	32.253	14.04000	2.210
14.04167	37.320	14.04167	32.210	14.04167	2.209
14.04333	38.141	14.04333	32.163	14.04333	2.208
14.04500	39.386	14.04500	32.078	14.04500	2.207
14.04667	40.434	14.04667	31.990	14.04667	2.206
14.04833	41.492	14.04833	31.889	14.04833	2.205
14.05000	42.551	14.05000	31.775	14.05000	2.204
14.05167	43.517	14.05167	31.658	14.05167	2.203
14.05333	44.702	14.05333	31.501	14.05333	2.202
14.05500	45.791	14.05500	31.343	14.05500	2.201
14.05667	46.880	14.05667	31.174	14.05667	2.200
14.05833	47.979	14.05833	30.992	14.05833	2.199
14.06000	48.976	14.06000	30.816	14.06000	2.198
14.06167	50.193	14.06167	30.588	14.06167	2.197
14.06333	51.302	14.06333	30.370	14.06333	2.196
14.06500	52.402	14.06500	30.139	14.06500	2.195
14.06667	53.507	14.06667	29.896	14.06667	2.194
14.06833	54.389	14.06833	29.696	14.06833	2.193
14.07000	55.711	14.07000	29.381	14.07000	2.192
14.07167	56.811	14.07167	29.109	14.07167	2.191
14.07333	57.906	14.07333	28.826	14.07333	2.190
14.07500	58.999	14.07500	28.535	14.07500	2.189
14.07667	59.869	14.07667	28.296	14.07667	2.188
14.07833	61.170	14.07833	27.927	14.07833	2.187
14.08000	62.243	14.08000	27.608	14.08000	2.186
14.08167	63.300	14.08167	27.284	14.08167	2.184
14.08333	64.348	14.08333	26.954	14.08333	2.183
14.08500	65.281	14.08500	26.649	14.08500	2.182
14.08667	66.399	14.08667	26.272	14.08667	2.181
14.08833	67.402	14.08833	25.923	14.08833	2.180
14.09000	68.395	14.09000	25.566	14.09000	2.179
14.09167	69.373	14.09167	25.206	14.09167	2.178
14.09333	70.240	14.09333	24.880	14.09333	2.177
14.09500	71.280	14.09500	24.475	14.09500	2.176
14.09667	72.207	14.09667	24.100	14.09667	2.175
14.09833	73.103	14.09833	23.722	14.09833	2.174
14.10000	73.970	14.10000	23.347	14.10000	2.173
14.10167	74.731	14.10167	23.006	14.10167	2.172
14.10333	75.631	14.10333	22.584	14.10333	2.171
14.10500	76.427	14.10500	22.201	14.10500	2.170
14.10667	77.198	14.10667	21.817	14.10667	2.169
14.10833	77.948	14.10833	21.430	14.10833	2.168
14.11000	78.603	14.11000	21.079	14.11000	2.167
14.11167	79.374	14.11167	20.651	14.11167	2.166
14.11333	80.032	14.11333	20.263	14.11333	2.165
14.11500	80.662	14.11500	19.877	14.11500	2.164
14.11667	81.251	14.11667	19.491	14.11667	2.163
14.11833	81.759	14.11833	19.147	14.11833	2.162
14.12000	82.348	14.12000	18.727	14.12000	2.161
14.12167	82.844	14.12167	18.348	14.12167	2.160
14.12333	83.312	14.12333	17.969	14.12333	2.159
14.12500	83.749	14.12500	17.594	14.12500	2.158
14.12667	84.074	14.12667	17.294	14.12667	2.157
14.12833	84.521	14.12833	16.848	14.12833	2.156
14.13000	84.851	14.13000	16.481	14.13000	2.155
14.13167	85.147	14.13167	16.116	14.13167	2.154
14.13333	85.395	14.13333	15.756	14.13333	2.153
14.13500	85.589	14.13500	15.434	14.13500	2.152
14.13667	85.781	14.13667	15.046	14.13667	2.151
14.13833	85.919	14.13833	14.695	14.13833	2.150
14.14000	86.028	14.14000	14.350	14.14000	2.149
14.14167	86.105	14.14167	14.009	14.14167	2.148
14.14333	86.152	14.14333	13.704	14.14333	2.147
14.14500	86.158	14.14500	13.338	14.14500	2.146
14.14667	86.119	14.14667	13.012	14.14667	2.145
14.14833	86.040	14.14833	12.693	14.14833	2.144
14.15000	85.924	14.15000	12.378	14.15000	2.143
14.15167	85.799	14.15167	12.128	14.15167	2.142
14.15333	85.577	14.15333	11.762	14.15333	2.140
14.15500	85.354	14.15500	11.462	14.15500	2.139
14.15667	85.107	14.15667	11.167	14.15667	2.138
14.15833	84.828	14.15833	10.876	14.15833	2.137
14.16000	84.585	14.16000	10.647	14.16000	2.136
14.16167	84.171	14.16167	10.314	14.16167	2.135
14.16333	83.782	14.16333	10.043	14.16333	2.134
14.16500	83.359	14.16500	9.777	14.16500	2.133
14.16667	82.904	14.16667	9.518	14.16667	2.132
14.16833	82.515	14.16833	9.315	14.16833	2.131
14.17000	81.899	14.17000	9.015	14.17000	2.130
14.17167	81.353	14.17167	8.771	14.17167	2.129
14.17333	80.788	14.17333	8.532	14.17333	2.128
14.17500	80.202	14.17500	8.297	14.17500	2.127
14.17667	79.657	14.17667	8.090	14.17667	2.126
14.17833	78.954	14.17833	7.845	14.17833	2.125
14.18000	78.276	14.18000	7.627	14.18000	2.124
14.18167	77.579	14.18167	7.416	14.18167	2.123
14.18333	76.840	14.18333	7.209	14.18333	2.122
14.18500	76.237	14.18500	7.049	14.18500	2.121
14.18667	75.317	14.18667	6.814	14.18667	2.120
14.18833	74.522	14.18833	6.621	14.18833	2.119
14.19000	73.726	14.19000	6.435	14.19000	2.118
14.19167	72.913	14.19167	6.255	14.19167	2.117
14.19333	72.164	14.19333	6.096	14.19333	2.116
14.19500	71.221	14.19500	5.909	14.19500	2.115
14.19667	70.345	14.19667	5.740	14.19667	2.114
14.19833	69.444	14.19833	5.578	14.19833	2.113
14.20000	68.533	14.20000	5.422	14.20000	2.112
14.20167	67.793	14.20167	5.300	14.20167	2.111
14.20333	66.674	14.20333	5.124	14.20333	2.110
14.20500	65.732	14.20500	4.981	14.20500	2.109
14.20667	64.792	14.20667	4.842	14.20667	2.108
14.20833	63.845	14.20833	4.706	14.20833	2.107
14.21000	62.989	14.21000	4.587	14.21000	2.106
14.21167	61.925	14.21167	4.447	14.21167	2.105
14.21333	60.952	14.21333	4.324	14.21333	2.104
14.21500	59.969	14.21500	4.204	14.21500	2.103
14.21667	58.975	14.21667	4.090	14.21667	2.102
14.21833	58.179	14.21833	4.001	14.21833	2.101
14.22000	56.989	14.22000	3.871	14.22000	2.100
14.22167	56.007	14.22167	3.768	14.22167	2.099
14.22333	55.022	14.22333	3.667	14.22333	2.097
14.22500	54.044	14.22500	3.570	14.22500	2.096
14.22667	53.162	14.22667	3.484	14.22667	2.095
14.22833	52.079	14.22833	3.386	14.22833	2.094
14.23000	51.086	14.23000	3.300	14.23000	2.093
14.23167	50.094	14.23167	3.214	14.23167	2.092
14.23333	49.107	14.23333	3.131	14.23333	2.091
14.23500	48.221	14.23500	3.060	14.23500	2.090
14.23667	47.153	14.23667	2.974	14.23667	2.089
14.23833	46.195	14.23833	2.898	14.23833	2.088
14.24000	45.252	14.24000	2.824	14.24000	2.087
14.24167	44.319	14.24167	2.754	14.24167	2.086
14.24333	43.483	14.24333	2.694	14.24333	2.085
14.24500	42.464	14.24500	2.622	14.24500	2.084
14.24667	41.537	14.24667	2.559	14.24667	2.083
14.24833	40.615	14.24833	2.497	14.24833	2.082
14.25000	39.703	14.25000	2.439	14.25000	2.081
14.25167	38.897	14.25167	2.387	14.25167	2.080
14.25333	37.934	14.25333	2.325	14.25333	2.079
14.25500	37.073	14.25500	2.272	14.25500	2.078
14.25667	36.220	14.25667	2.221	14.25667	2.077
14.25833	35.384	14.25833	2.173	14.25833	2.076
14.26000	34.634	14.26000	2.131	14.26000	2.075
14.26167	33.727	14.26167	2.081	14.26167	2.074
14.26333	32.905	14.26333	2.039	14.26333	2.073
14.26500	32.101	14.26500	1.997	14.26500	2.072
14.26667	31.305	14.26667	1.955	14.26667	2.071
14.26833	30.606	14.26833	1.921	14.26833	2.070
14.27000	29.776	14.27000	1.879	14.27000	2.069
14.27167	29.036	14.27167	1.843	14.27167	2.068
14.27333	28.321	14.27333	1.807	14.27333	2.067
14.27500	27.616	14.27500	1.773	14.27500	2.066
14.27667	26.982	14.27667	1.744	14.27667	2.065
14.27833	26.216	14.27833	1.712	14.27833	2.064
14.28000	25.532	14.28000	1.683	14.28000	2.063
14.28167	24.864	14.28167	1.652	14.28167	2.062
14.28333	24.210	14.28333	1.625	14.28333	2.061
14.28500	23.630	14.28500	1.599	14.28500	2.060
14.28667	22.956	14.28667	1.570	14.28667	2.059
14.28833	22.357	14.28833	1.544	14.28833	2.058
14.29000	21.774	14.29000	1.519	14.29000	2.057
14.29167	21.196	14.29167	1.496	14.29167	2.056
14.29333	20.683	14.29333	1.476	14.29333	2.055
14.29500	20.070	14.29500	1.452	14.29500	2.053
14.29667	19.517	14.29667	1.434	14.29667	2.052
